,id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
1099,e47be8b43524ee1e047b5c0d975edc56,krakow,apartmentBuilding,83.7,4.0,,5.0,,50.0495851,19.9278742,0.99,24.0,0.055,0.755,0.201,0.295,0.104,0.8,0.217,condominium,brick,,no,no,yes,no,no,4600
1100,83b3edffc43c5f3fb243311df38900e9,krakow,apartmentBuilding,60.0,2.0,6.0,6.0,,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,brick,premium,yes,yes,yes,no,yes,2800
1101,28eeb307019eb1087008378267d03883,krakow,apartmentBuilding,82.0,4.0,7.0,7.0,2022.0,50.04966746,19.96240451,1.82,19.0,0.17,0.113,0.579,0.155,0.027,0.822,0.501,condominium,brick,premium,yes,yes,yes,no,no,6500
1102,a49750ac3267dc5b7d1ac66260c1126a,krakow,apartmentBuilding,41.0,2.0,1.0,5.0,2022.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,brick,premium,yes,yes,yes,no,no,4000
1103,6b4067b1f0135492236ff15af0fb8535,krakow,blockOfFlats,45.0,2.0,8.0,10.0,,50.0148,19.972,5.1,12.0,0.367,0.207,0.22,0.47,0.152,1.369,0.208,condominium,,,yes,no,yes,no,no,2190
1104,65d6a9e30b1cb97357e3f710242407ba,krakow,apartmentBuilding,111.0,5.0,1.0,2.0,2013.0,50.0631,19.8845,3.95,2.0,1.114,0.802,0.535,1.263,0.369,1.312,0.372,condominium,brick,,yes,yes,no,no,no,6000
1105,a9ae0b5ea96f04dcbcb36be578475ab9,krakow,,48.0,2.0,1.0,5.0,,50.0780981,19.9017184,3.65,12.0,0.492,0.92,0.153,0.338,0.131,0.762,0.059,condominium,,,no,no,yes,no,no,2300
1106,7d4183df321c5556184304635fda4fa6,krakow,blockOfFlats,32.0,2.0,3.0,4.0,2024.0,50.0456469,20.0000319,4.53,4.0,0.587,1.109,0.024,0.339,0.596,0.998,0.592,condominium,brick,premium,yes,yes,yes,no,no,2700
1107,874ff8b1c305abddfdc27e5a145b40f4,krakow,apartmentBuilding,36.0,2.0,2.0,5.0,2023.0,50.1014109,19.9552678,5.27,4.0,0.505,1.001,0.521,0.286,0.094,2.685,0.494,condominium,brick,premium,no,no,yes,no,no,2800
1108,fc559951e258bb79a082a0e8f5f05ed8,krakow,apartmentBuilding,82.0,4.0,4.0,4.0,2021.0,50.0723,19.896,3.57,15.0,0.347,0.432,0.684,0.181,0.219,0.11,0.415,condominium,brick,,yes,yes,yes,yes,yes,5000
1109,35b3fee025f120dbffdd1a39ee8b2a4e,krakow,blockOfFlats,47.48,2.0,1.0,4.0,,50.0039283355017,19.90458383462,6.2,7.0,0.882,0.731,0.656,0.182,0.046,3.831,0.216,condominium,,,no,yes,no,no,yes,2500
1110,5e87b8bfb82a6ac05792419814b87589,krakow,apartmentBuilding,43.0,2.0,5.0,7.0,2015.0,50.0486934,19.9639112,1.96,19.0,0.199,0.053,0.509,0.031,0.145,0.975,0.581,condominium,brick,,no,yes,yes,no,no,3200
1111,1eaca42b127af60b881db6046c627683,krakow,apartmentBuilding,75.0,4.0,2.0,2.0,,50.0448508,19.9730816,2.73,8.0,0.935,0.819,0.209,0.54,0.153,1.744,0.139,condominium,brick,,yes,no,no,no,no,6000
1112,efc6a115aba2f57ab9d7e05ba7c0546f,krakow,tenement,44.0,2.0,2.0,4.0,1900.0,50.0560672,19.9457877,0.53,95.0,0.121,0.624,0.217,0.326,0.013,0.638,0.025,condominium,brick,premium,yes,no,,no,no,2950
1113,3ac415893072eea5448ccead0e05f032,krakow,apartmentBuilding,32.0,1.0,5.0,7.0,2019.0,50.0474268,19.963746,2.01,25.0,0.21,0.133,0.38,0.12,0.062,1.075,0.485,condominium,brick,,no,no,yes,yes,no,2700
1114,7cb85a02c02d67e546d0d563c708ce8c,krakow,blockOfFlats,48.0,3.0,,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,3300
1115,0a45ca5bbaca0353ad1ee2e3032149e7,krakow,blockOfFlats,43.0,2.0,,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,2700
1116,77f07f845298d17755f98a94d6ee31c1,krakow,blockOfFlats,39.0,2.0,2.0,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,2600
1117,1584e428445c263c436f562108f86247,krakow,,42.0,2.0,,4.0,,50.0522,19.9352,0.42,46.0,0.098,0.734,0.114,0.354,0.117,0.43,0.354,condominium,,,yes,no,no,no,no,3400
1118,8743b559ca46e43c19cf8859fe888ee7,krakow,blockOfFlats,59.0,2.0,2.0,5.0,2010.0,50.0664185,19.9295992,1.39,68.0,0.055,0.374,0.297,0.133,0.023,0.19,0.085,condominium,,,yes,yes,yes,no,no,3300
1119,c32d8d5e519d3a13f7816f69a3359dc5,krakow,blockOfFlats,50.18,2.0,4.0,10.0,2012.0,50.08889,19.97553,4.58,18.0,0.374,1.241,0.65,0.209,0.149,1.988,0.184,condominium,,,no,yes,yes,no,no,2900
1120,8fa5b47747a0919ecfb1b761f74e9d08,krakow,apartmentBuilding,88.0,4.0,2.0,4.0,2022.0,50.0365,20.0155,5.89,0.0,1.282,2.083,1.48,1.217,0.648,0.737,1.208,condominium,brick,,no,no,yes,no,no,5700
1121,1acfe6b0f29b190a371d48c706612034,krakow,apartmentBuilding,87.75,4.0,2.0,2.0,,50.0581094,19.8642065,5.31,0.0,0.671,2.16,1.232,0.884,0.79,2.731,1.331,condominium,brick,,no,yes,yes,no,no,8000
1122,12302075c182545b739a07de26d93bec,krakow,blockOfFlats,42.0,2.0,1.0,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,2800
1123,0ef4fa7d773d3305907bd7584ceaf87e,krakow,blockOfFlats,41.0,2.0,4.0,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,2650
1124,6148ecc2801671b1f9f411569dfda583,krakow,blockOfFlats,42.0,2.0,1.0,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,2800
1125,5b1b76659b9e8ee4ee9df62b7a8904d7,krakow,blockOfFlats,87.5,4.0,,2.0,2000.0,50.0608,19.8389,7.13,1.0,1.244,3.961,2.364,2.495,0.21,4.208,2.093,condominium,,,yes,yes,no,no,no,6000
1126,f172522699e4bb3e763534b83b98dc03,krakow,apartmentBuilding,40.5,2.0,2.0,8.0,2015.0,50.0573,19.9655,1.94,9.0,0.563,0.216,0.407,0.391,0.149,0.816,0.308,condominium,brick,,no,yes,yes,no,no,3200
1127,3dca22c5249fb6c4f8406acb8aaa6fd5,krakow,blockOfFlats,37.0,2.0,1.0,3.0,2023.0,50.02451925,19.97043872,4.12,5.0,0.411,1.016,0.725,0.484,0.171,2.204,0.595,condominium,,premium,yes,yes,yes,no,no,2700
1128,2ebafef4654a039b76dfac2eed49894e,krakow,tenement,42.0,2.0,1.0,4.0,,50.0706342,19.9387197,1.71,44.0,0.109,0.46,0.339,0.362,0.06,0.451,0.142,condominium,brick,premium,no,no,,no,no,3400
1129,0633054df5e0df2cde6376c31fdc4679,krakow,apartmentBuilding,30.0,2.0,4.0,5.0,2023.0,50.0601812,20.0020869,4.58,3.0,1.311,1.578,0.479,0.504,0.491,2.552,0.527,condominium,brick,,no,yes,yes,no,no,2500
1130,87da8e24b89aa267c9f4c31583c322e5,krakow,apartmentBuilding,56.0,2.0,1.0,4.0,2019.0,50.04887,19.9421148,0.76,116.0,0.074,0.18,0.346,0.12,0.013,0.242,0.158,condominium,brick,premium,yes,yes,yes,no,no,3500
1131,234a2efebd3c9097638e9a6a5d50a461,krakow,,40.0,2.0,1.0,4.0,2023.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,,premium,yes,yes,yes,no,no,3350
1132,b71efb306ac446f5ffcfe93083f16072,krakow,apartmentBuilding,36.0,2.0,5.0,7.0,2023.0,50.0701094,19.91384206,2.41,33.0,0.09,0.212,0.407,0.367,0.249,0.313,0.122,condominium,brick,premium,yes,yes,yes,no,no,3200
1133,e848e4864f55609e1f371bf5d7f35c3a,krakow,blockOfFlats,44.0,2.0,5.0,6.0,2013.0,50.0242922,19.9075879,4.09,14.0,0.607,0.541,0.384,0.163,0.292,2.315,0.286,condominium,brick,,no,yes,no,no,no,2550
1134,0fb3c5a7fc1cc21b4206a5d58445a953,krakow,blockOfFlats,35.0,1.0,3.0,3.0,2021.0,50.0438605,19.9765688,3.0,9.0,1.109,0.84,0.111,0.466,0.398,2.006,0.404,condominium,,premium,no,no,no,no,no,2200
1135,09a2583e877ddf4e403bb7057829eedb,krakow,tenement,30.0,1.0,3.0,3.0,,50.0707696,19.9104423,2.64,28.0,0.175,0.232,0.389,0.429,0.092,0.444,0.257,condominium,brick,premium,no,no,,no,no,3000
1136,a47c516ff757c377ad3374012e46a1f1,krakow,blockOfFlats,26.0,1.0,,6.0,2022.0,50.0381,20.0018,4.91,6.0,0.414,1.089,0.621,0.46,0.474,0.262,0.29,condominium,,,yes,yes,yes,yes,no,1900
1137,c90ea35097eb36f47d67ec958dacbb38,krakow,,75.0,3.0,3.0,4.0,,50.0555576,19.9423255,0.28,128.0,0.133,0.799,0.434,0.316,0.046,0.447,0.273,condominium,,,no,yes,no,no,no,5900
1138,a99c8cc039091aa7dcc3a2ddcf9bc109,krakow,apartmentBuilding,40.0,2.0,3.0,5.0,2016.0,50.0551737,19.9562338,1.27,21.0,0.188,0.217,0.389,0.155,0.086,0.117,0.201,condominium,brick,,no,yes,yes,no,yes,4500
1139,88aa7deaf37e0dbfc0003059b12a75d2,krakow,apartmentBuilding,61.0,3.0,4.0,5.0,2014.0,50.0087124,19.8677333,7.23,1.0,0.965,2.315,2.287,0.965,0.72,,0.456,condominium,brick,,no,yes,yes,no,no,3700
1140,914fdbf47ac8ac7c3f8004a24e99c3a5,krakow,blockOfFlats,43.0,2.0,4.0,6.0,2018.0,50.0942,19.9846,5.44,5.0,0.579,2.0,0.368,0.408,0.234,1.303,0.349,condominium,,premium,yes,yes,yes,yes,yes,2800
1141,cfd278cf45b1da9fcdbb497322b78a1b,krakow,apartmentBuilding,42.0,2.0,,4.0,2023.0,50.055407,19.9550868,1.19,26.0,0.207,0.233,0.315,0.213,0.069,0.049,0.2,condominium,brick,,no,yes,yes,no,no,3500
1142,be759755a8d1c311fba955d88928c19d,krakow,blockOfFlats,34.0,2.0,,4.0,2023.0,50.06966,19.98778,3.87,8.0,0.538,0.294,0.494,0.278,0.244,1.93,0.524,condominium,brick,,no,no,yes,no,no,2800
1143,a53acec59ef4feaad25d44e52443cdc6,krakow,blockOfFlats,36.0,2.0,2.0,6.0,2018.0,50.0805755453246,19.9185788002962,3.15,15.0,0.42,0.841,0.458,0.311,0.256,0.874,0.083,condominium,,premium,no,yes,yes,yes,no,3100
1144,ae1dc3a15c3cc28de9713c04f098d7a7,krakow,,50.0,2.0,2.0,3.0,2013.0,50.1038,19.9148,5.65,1.0,0.723,2.001,1.48,0.748,1.32,2.495,0.253,condominium,,,no,yes,yes,no,no,3000
1145,4583c4ec6da7ef3715a6a5de67c3137e,krakow,apartmentBuilding,31.68,2.0,5.0,5.0,2022.0,50.0946,19.93583,4.37,19.0,0.143,0.415,0.171,0.141,0.244,1.298,0.119,condominium,brick,,yes,yes,yes,no,yes,2800
1146,75234a807b4d79c6313f5982c94b3e67,krakow,,81.0,3.0,6.0,6.0,2009.0,50.0714339,19.9391764,1.79,40.0,0.168,0.412,0.404,0.456,0.033,0.451,0.222,condominium,,premium,yes,yes,yes,no,no,8200
1147,3687ccfefdd073be6ab1b82ea0355726,krakow,apartmentBuilding,40.0,2.0,3.0,7.0,2018.0,50.0502817,19.9606743,1.68,18.0,0.218,0.229,0.637,0.288,0.061,0.689,0.37,condominium,brick,premium,no,yes,yes,no,no,3300
1148,8af86acbffddc96794760a11e76776b6,krakow,tenement,90.0,4.0,4.0,5.0,1909.0,50.0503,19.9383,0.56,83.0,0.239,0.431,0.235,0.252,0.096,0.234,0.279,condominium,brick,,yes,no,no,no,yes,4500
1149,04e668cbe2b7b70b5a0759554eed8d9a,krakow,blockOfFlats,57.5,3.0,1.0,4.0,2014.0,50.0128669,19.883936,6.12,4.0,0.813,1.106,1.105,0.585,0.301,4.231,0.234,condominium,,premium,no,yes,yes,no,no,3000
1150,a20690c11f11724a553170535d2e0b60,krakow,apartmentBuilding,64.0,3.0,9.0,13.0,2009.0,50.07123775,19.89863331,3.35,18.0,0.241,0.213,0.47,0.237,0.187,0.331,0.196,condominium,brick,premium,yes,yes,yes,no,no,3500
1151,a20b7a9277b48d8204cbe347a47f770b,krakow,,37.09,2.0,6.0,9.0,1970.0,50.08686,19.91145,4.0,21.0,0.162,1.445,0.046,0.04,0.047,1.367,0.162,condominium,,,no,no,no,no,no,1900
1152,a715b9d26c1e0f0e3390559a25318dcb,krakow,blockOfFlats,56.0,2.0,1.0,5.0,,50.0351938,19.9351056,2.25,13.0,0.131,0.78,0.403,0.586,0.231,1.474,0.375,condominium,,premium,yes,no,yes,no,no,3000
1153,169484656523cd5b5921471e27ad41b6,krakow,blockOfFlats,47.0,2.0,3.0,7.0,,50.088401,19.9330165,3.7,19.0,0.362,0.22,0.518,0.369,0.078,0.582,0.107,condominium,,,yes,yes,yes,no,no,2900
1154,d8dd767cb3ff2046bcd89cc083ae3fbc,krakow,apartmentBuilding,92.0,3.0,2.0,5.0,2000.0,50.0534,19.9114,1.94,7.0,0.362,0.603,0.421,0.943,0.488,0.401,0.476,condominium,brick,,yes,no,yes,no,no,4500
1155,0a47b4b49b1979b2e7f0fa31b73f0e5f,krakow,blockOfFlats,28.0,1.0,2.0,8.0,2018.0,50.0932,20.019,7.13,20.0,0.414,0.098,0.214,0.409,0.263,1.161,0.088,condominium,brick,,yes,yes,yes,no,yes,2000
1156,2ada59d8e2cbe62ca4e6dce274c6c9c1,krakow,apartmentBuilding,36.0,2.0,8.0,15.0,2019.0,50.069244,19.9806318,3.39,11.0,0.574,0.264,0.218,0.195,0.218,1.432,0.442,condominium,brick,premium,yes,yes,yes,no,no,3200
1157,f16a004f600e923bac192a77fa359912,krakow,apartmentBuilding,47.0,2.0,1.0,1.0,2015.0,50.0518,19.9376,0.39,85.0,0.128,0.597,0.214,0.19,0.115,0.408,0.212,condominium,brick,,yes,yes,yes,yes,no,3700
1158,d7f20ff40c2449f5a346767e7c9d4050,krakow,tenement,61.13,3.0,3.0,3.0,,50.0502,19.9434,0.67,145.0,0.214,0.339,0.27,0.277,0.028,0.39,0.184,condominium,brick,,no,no,no,no,no,3600
1159,48dbd7ac410b84d35ea78e5ca5dd75ec,krakow,apartmentBuilding,53.08,2.0,2.0,6.0,,50.057,19.9313,0.54,56.0,0.137,0.447,0.201,0.519,0.116,0.36,0.207,condominium,brick,,yes,yes,yes,yes,no,3500
1160,b2f92b3d72ff65822da720e1f72c8d90,krakow,apartmentBuilding,51.66,2.0,4.0,6.0,,50.0515,19.9443,0.59,153.0,0.224,0.496,0.267,0.307,0.002,0.531,0.106,condominium,brick,,yes,yes,yes,yes,no,3500
1161,951c8099f6865d8a64c62c80a783467c,krakow,blockOfFlats,52.74,2.0,1.0,3.0,,50.0152025,19.8956743,5.4,19.0,0.525,0.408,0.258,0.178,0.108,3.578,0.098,condominium,brick,,yes,no,no,yes,no,2300
1162,6184b745ec5fbec31a7470137095b1e0,krakow,blockOfFlats,41.0,2.0,2.0,2.0,2006.0,50.07781,19.91857,2.88,17.0,0.219,0.538,0.266,0.255,0.196,0.612,0.227,condominium,brick,,no,yes,no,no,no,2500
1163,705f852319cc4f2028d218f678ceb7fc,krakow,blockOfFlats,34.0,2.0,2.0,3.0,,50.0804373,19.9215337,3.04,13.0,0.348,0.879,0.301,0.181,0.325,0.691,0.203,condominium,,premium,no,no,no,no,no,2800
1164,3dd97acffd943ccf522ce45a5ee0b0b9,krakow,blockOfFlats,36.0,2.0,3.0,3.0,2007.0,50.0462687,19.8623546,5.52,1.0,1.86,2.727,2.358,0.808,0.375,3.485,2.393,condominium,,premium,yes,yes,no,no,no,2950
1165,68f5f29078a1e8ede45948ab2c28b28f,krakow,apartmentBuilding,44.0,2.0,5.0,6.0,2021.0,50.0857158,19.8864573,5.02,10.0,0.35,0.401,0.457,0.058,0.115,1.545,0.521,condominium,brick,premium,yes,yes,yes,no,no,3500
1166,4ac36564168ad9d54cebf43eb12b2e4e,krakow,apartmentBuilding,67.0,3.0,10.0,10.0,2018.0,50.0614374,19.97249342,2.52,14.0,0.393,0.587,0.378,0.173,0.105,0.838,0.381,condominium,brick,,no,yes,yes,no,no,3799
1167,b0690408e6f92d21353c117de3d4ec62,krakow,tenement,53.0,2.0,1.0,1.0,,50.0661069,19.951209,1.51,48.0,0.209,0.103,0.376,0.892,0.031,0.779,0.097,condominium,brick,,yes,no,yes,no,yes,2500
1168,1f1845a1f4d67965ede8d9f76a007426,krakow,blockOfFlats,42.0,2.0,7.0,7.0,2024.0,50.02835125,19.94679451,3.06,8.0,0.875,0.442,0.205,0.447,0.296,2.281,0.181,condominium,,premium,yes,yes,yes,no,no,2700
1169,52aca38b437152e14c45739acbce4a54,krakow,apartmentBuilding,47.0,2.0,1.0,5.0,2018.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,brick,premium,no,yes,yes,no,no,3500
1170,75c57ab2d2d03b699bb710ce0fb0cdd7,krakow,apartmentBuilding,54.0,3.0,4.0,4.0,2022.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,condominium,brick,premium,no,yes,yes,no,no,3700
1171,d7bccc2d06df0fcd430b5ee98cb67a5b,krakow,apartmentBuilding,52.12,2.0,4.0,6.0,2008.0,50.0589,19.9326,0.58,132.0,0.083,0.463,0.29,0.568,0.12,0.406,0.279,condominium,brick,,yes,yes,yes,no,yes,3300
1172,a085f96f145b773274359cffa10975ff,krakow,apartmentBuilding,37.0,2.0,3.0,3.0,2019.0,50.0088402,20.0110449,7.32,11.0,0.475,0.627,0.259,0.329,0.167,3.194,0.178,condominium,brick,premium,no,yes,yes,no,no,2199
1173,e73ef0721dffd64c74af0a5fc7a73627,krakow,apartmentBuilding,49.0,2.0,3.0,5.0,2023.0,50.0337,20.001,5.07,2.0,0.316,1.243,0.527,0.945,0.398,0.505,0.743,condominium,brick,,yes,yes,yes,no,yes,3100
1174,6f9c0a91a7924792bc873d9740ca598f,krakow,,52.0,2.0,5.0,9.0,2021.0,50.05636,19.9626,1.73,15.0,0.356,0.242,0.443,0.339,0.113,0.588,0.305,condominium,,,no,no,no,no,no,5700
1175,4868f788313435bd7a6d85dbba04ae28,krakow,apartmentBuilding,35.0,2.0,3.0,4.0,,50.05,19.9588,1.57,21.0,0.25,0.312,0.623,0.381,0.102,0.642,0.341,condominium,brick,,yes,yes,yes,no,no,3000
1176,d08215946ee4440a2d33afce8cd28b8c,krakow,apartmentBuilding,37.0,2.0,2.0,5.0,2021.0,50.0471551,19.9725053,2.6,12.0,0.819,0.684,0.361,0.456,0.271,1.554,0.271,condominium,brick,premium,yes,yes,yes,no,no,3000
1177,38e5ac17ded22c27239be04f69c0f8f2,krakow,apartmentBuilding,60.0,2.0,4.0,7.0,2018.0,50.05434105,19.96223247,1.7,12.0,0.426,0.468,0.667,0.368,0.256,0.552,0.363,condominium,brick,premium,yes,yes,yes,no,no,4500
1178,fff5fe5f01d8204b58955cf83e763ed0,krakow,apartmentBuilding,53.0,3.0,1.0,5.0,2015.0,50.077111,19.9292568,2.51,22.0,0.327,0.282,0.41,0.34,0.122,0.587,0.242,condominium,brick,premium,yes,yes,yes,no,no,3500
1179,ad6924178472a69995b36de4ddd996f7,krakow,apartmentBuilding,49.0,2.0,3.0,6.0,2014.0,50.033964,19.932632,2.41,10.0,0.114,0.729,0.421,0.439,0.339,1.531,0.488,condominium,brick,premium,yes,yes,yes,no,no,3300
1180,ab944b4d42bc9d3fe9caf07989ed0205,krakow,,30.33,1.0,2.0,4.0,,50.0689,19.9139,2.31,27.0,0.082,0.344,0.487,0.421,0.132,0.434,0.245,condominium,,,no,yes,no,no,no,2200
1181,1e1cbf9f34e745cbbb685ee5886e66bb,krakow,apartmentBuilding,28.5,1.0,4.0,4.0,2014.0,50.0707,19.9153,2.38,32.0,0.123,0.185,0.294,0.251,0.217,0.213,0.051,condominium,brick,,no,no,yes,no,no,2200
1182,45b340b2b66602369c1b86a77b613757,krakow,apartmentBuilding,35.0,2.0,2.0,4.0,2020.0,50.0779925,19.8768457,5.07,4.0,0.433,0.653,0.614,0.571,0.455,1.399,0.582,condominium,brick,,no,yes,yes,no,no,3000
1183,c1216fa933053055386f144be8e6b3f3,krakow,blockOfFlats,70.0,4.0,,,,50.0581094,19.8642065,5.31,0.0,0.671,2.16,1.232,0.884,0.79,2.731,1.331,condominium,,,no,yes,no,yes,no,3600
1184,38183391684b12b0933ccae3349af3bd,krakow,tenement,50.0,3.0,1.0,5.0,,50.0542174,19.9432891,0.37,143.0,0.117,0.778,0.329,0.311,0.12,0.551,0.233,condominium,brick,,no,yes,yes,no,no,4000
1185,0a37e3ae6e0a000f3f9307e8e167d732,krakow,blockOfFlats,55.0,2.0,2.0,3.0,2001.0,50.07610383,19.9636467,2.93,14.0,0.254,0.531,0.411,0.372,0.255,1.279,0.419,condominium,,,no,yes,no,no,no,2300
1186,839f226d2af55814c7ffabdf245072a5,krakow,,50.0,3.0,1.0,5.0,1910.0,50.0573708,19.9464588,0.62,63.0,0.243,0.472,0.151,0.3,0.102,0.633,0.159,condominium,brick,premium,yes,yes,yes,no,yes,4000
1187,1e98d52b69097b4b1be5b14154e0b28c,krakow,apartmentBuilding,75.0,3.0,1.0,1.0,2020.0,49.9876984,19.9740122,7.93,1.0,0.418,2.555,2.066,2.178,2.002,2.368,2.106,condominium,brick,premium,yes,yes,no,no,no,4100
1188,7660ad5fe595999eac52843d60e779ee,krakow,apartmentBuilding,34.0,2.0,,8.0,,50.06634925,20.01050523,5.29,6.0,0.399,1.897,0.691,0.41,0.148,2.031,0.651,condominium,brick,premium,yes,yes,yes,no,no,2850
1189,2da6e37c238e38074da413448ad64391,krakow,blockOfFlats,40.0,2.0,3.0,5.0,,50.0540352,19.9582468,1.42,17.0,0.306,0.343,0.58,0.231,0.234,0.286,0.127,condominium,,premium,yes,yes,yes,no,no,4500
1190,aec0984098992b1233a34df1e4a28862,krakow,tenement,36.0,2.0,1.0,1.0,,50.0453298,19.9567121,1.71,30.0,0.269,0.563,0.307,0.57,0.069,1.097,0.095,condominium,brick,premium,no,no,yes,no,no,3000
1191,7327ef29ed79be4a165e800dfd6f3efa,krakow,apartmentBuilding,56.0,2.0,3.0,6.0,2012.0,50.0784863,19.8940399,4.09,11.0,0.304,0.726,0.398,0.316,0.155,0.624,0.161,condominium,brick,premium,no,no,yes,no,no,2700
1192,f3f84ccf128cca607301fa2d0db39202,krakow,blockOfFlats,37.0,2.0,3.0,4.0,2001.0,50.0577,19.9609,1.63,16.0,0.252,0.17,0.31,0.25,0.132,0.535,0.181,condominium,brick,,no,yes,yes,no,no,1900
1193,f9e067d41bd65b503a092c1fb6063777,krakow,blockOfFlats,40.0,2.0,1.0,5.0,,50.0152025,19.8956743,5.4,19.0,0.525,0.408,0.258,0.178,0.108,3.578,0.098,condominium,,,yes,no,yes,no,no,2400
1194,51307ef98c1d178745830c70edcc669b,krakow,apartmentBuilding,60.0,2.0,2.0,6.0,2007.0,50.057182,19.9301509,0.63,34.0,0.205,0.369,0.122,0.603,0.041,0.444,0.124,condominium,brick,,no,no,yes,no,no,4800
1195,acfea3f21c83c11e9c4d5a5a56fc505d,krakow,blockOfFlats,58.0,3.0,3.0,10.0,,50.093396,19.9970085,5.95,20.0,0.241,1.65,0.239,0.148,0.132,0.414,0.263,condominium,,,no,no,yes,no,no,2600
1196,508f82f04896329b09a07ed395841205,krakow,apartmentBuilding,56.0,2.0,9.0,10.0,2015.0,50.0885128,19.9589118,3.97,10.0,0.815,0.349,0.061,0.44,0.383,2.141,0.423,condominium,brick,premium,yes,no,yes,no,no,3400
1197,d52369612f62dee2c7f0263d39875851,krakow,apartmentBuilding,48.59,2.0,1.0,4.0,2023.0,50.0517163,19.9492598,0.87,115.0,0.177,0.708,0.172,0.484,0.046,0.535,0.186,condominium,brick,premium,no,yes,yes,no,no,4690
1198,d6f0ab8510e2669857f72c682e891cf3,krakow,apartmentBuilding,55.0,2.0,3.0,5.0,2007.0,50.0799618,19.9033262,3.72,7.0,0.508,1.132,0.342,0.44,0.108,0.996,0.287,condominium,brick,premium,yes,yes,yes,no,no,2500
1199,411eec816e09dc189caaadf6a2e3f818,krakow,tenement,40.0,2.0,2.0,2.0,1924.0,50.04849,19.92724,1.1,22.0,0.086,0.809,0.312,0.197,0.063,0.828,0.287,condominium,brick,,no,no,no,no,no,2700
1200,2b6c798cf0605390ee3ea934a6646710,krakow,tenement,27.0,1.0,3.0,3.0,,50.0594,19.9423,0.53,132.0,0.05,0.508,0.039,0.088,0.099,0.58,0.018,condominium,brick,,yes,no,no,yes,no,2700
1201,6229c3adc3935e810f1baa0242941a60,krakow,blockOfFlats,26.0,1.0,2.0,7.0,1970.0,50.08687,20.01082,6.25,18.0,0.22,0.926,0.289,0.156,0.087,0.875,0.304,condominium,,,yes,no,yes,no,no,2000
1202,cafc225dc7d0ee5c03cf7930a1e7b5c1,krakow,apartmentBuilding,50.0,2.0,2.0,4.0,2021.0,50.0031737,19.8956801,6.55,5.0,0.556,1.025,0.478,0.443,0.463,4.472,0.353,condominium,brick,,yes,yes,yes,no,no,3000
1203,b4db13b751baef1e27e9437fa835240a,krakow,,36.17,2.0,5.0,5.0,2020.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,condominium,,,yes,yes,yes,yes,no,3300
1204,9f1ee1aa09dfe7a3895187f991bc6c3d,krakow,apartmentBuilding,30.0,1.0,1.0,3.0,2018.0,50.0446834,19.9596526,1.92,24.0,0.162,0.491,0.086,0.51,0.048,1.213,0.127,condominium,brick,premium,no,yes,yes,no,no,2350
1205,8cc7ba8e526d8f73d88241a8275b0878,krakow,apartmentBuilding,50.0,2.0,6.0,7.0,2006.0,50.02105,19.89868,4.75,27.0,1.104,0.279,0.456,0.261,0.066,2.901,0.153,condominium,brick,,yes,yes,yes,yes,no,2550
1206,c73b53489ff230ea0ff3b5afca4bfa2e,krakow,tenement,25.0,1.0,1.0,2.0,,50.045937,19.95239,1.44,42.0,0.166,0.743,0.184,0.574,0.091,0.998,0.219,condominium,brick,,no,no,no,no,no,1990
1207,7469ee1ca2da149519bd2e28d14b99c5,krakow,blockOfFlats,60.0,3.0,2.0,5.0,2024.0,50.0386253,19.98383223,3.73,3.0,0.63,0.289,0.207,0.31,0.78,1.537,0.868,condominium,brick,premium,yes,yes,yes,no,yes,3699
